#group,false,false,true,true,false,false,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string
#default,mean,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,exchange,symbol,timeframe
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-20T03:17:12.774Z,117981.36399999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-20T08:05:22.776Z,118055.501,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-20T12:53:32.778Z,118104.23111111112,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-20T17:41:42.78Z,118636.405,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-20T22:29:52.782Z,118285.89777777779,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-21T03:18:02.784Z,117678.781,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-21T08:06:12.786Z,118957.302,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-21T12:54:22.788Z,118805.94777777778,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-21T17:42:32.79Z,118609.74999999997,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-21T22:30:42.792Z,117494.26099999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-22T03:18:52.794Z,117535.62555555557,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-22T08:07:02.796Z,117731.74100000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-22T12:55:12.798Z,118866.03111111111,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-22T17:43:22.8Z,119156.83200000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-22T22:31:32.802Z,119823.58700000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-23T03:19:42.804Z,119748.02777777778,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-23T08:07:52.806Z,118783.13700000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-23T12:56:02.808Z,118472.0711111111,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-23T17:44:12.81Z,118206.32800000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-23T22:32:22.812Z,118372.593,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-24T03:20:32.814Z,119030.82666666666,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-24T08:08:42.816Z,118318.63999999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-24T12:56:52.818Z,118683.0177777778,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-24T17:45:02.82Z,119003.18800000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-24T22:33:12.822Z,118965.71699999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-25T03:21:22.824Z,117753.97777777778,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-25T08:09:32.826Z,115802.527,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-25T12:57:42.828Z,116342.15777777777,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-25T17:45:52.83Z,116092.75,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-25T22:34:02.832Z,117020.49299999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-26T03:22:12.834Z,117570.35222222221,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-26T08:10:22.836Z,117486.997,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-26T12:58:32.838Z,117870.47444444445,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-26T17:46:42.84Z,118156.99799999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-26T22:34:52.842Z,118128.78,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-27T03:23:02.844Z,118132.46666666666,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-27T08:11:12.846Z,118272.049,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-27T12:59:22.848Z,118134.67444444445,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-27T17:47:32.85Z,118798.11499999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-27T22:35:42.852Z,119270.022,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-28T03:23:52.854Z,119560.37000000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-28T08:12:02.856Z,119397.42600000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-28T13:00:12.858Z,118977.696,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-28T17:48:22.86Z,118425.04777777777,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-28T22:36:32.862Z,118123.17,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-29T03:24:42.864Z,118226.20444444445,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-29T08:12:52.866Z,118922.03799999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-29T13:01:02.868Z,118870.57300000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-29T17:49:12.87Z,118103.17666666668,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-29T22:37:22.872Z,117760.532,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-30T03:25:32.874Z,117983.47333333333,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-30T08:13:42.876Z,118241.176,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-30T13:01:52.878Z,118176.38199999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-30T17:50:02.88Z,118141.11222222222,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-30T22:38:12.882Z,117358.73799999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-31T03:26:22.884Z,118242.09666666668,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-31T08:14:32.886Z,118622.348,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-31T13:02:42.888Z,118620.08600000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-31T17:50:52.89Z,118482.84222222223,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-07-31T22:39:02.892Z,117133.054,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-01T03:27:12.894Z,115893.56777777779,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-01T08:15:22.896Z,115552.129,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-01T13:03:32.898Z,115351.192,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-01T17:51:42.9Z,115538.49000000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-01T22:39:52.902Z,113995.10199999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-02T03:28:02.904Z,113729.69333333336,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-02T08:16:12.906Z,113979.554,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-02T13:04:22.908Z,113774.88699999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-02T17:52:32.91Z,113337.46666666667,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-02T22:40:42.912Z,112842.259,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-03T03:28:52.914Z,113155.52888888889,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-03T08:17:02.916Z,113657.736,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-03T13:05:12.918Z,113916.96,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-03T17:53:22.92Z,114001.29666666669,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-03T22:41:32.922Z,114511.45800000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-04T03:29:42.924Z,114718.85333333333,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-04T08:17:52.926Z,114577.204,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-04T13:06:02.928Z,114538.68400000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-04T17:54:12.93Z,115293.66333333333,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-04T22:42:22.932Z,115163.577,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-05T03:30:32.934Z,114965.38600000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-05T08:18:42.936Z,114417.64111111112,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-05T13:06:52.938Z,114763.11200000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-05T17:55:02.94Z,113589.06,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-05T22:43:12.942Z,113831.76599999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-06T03:31:22.944Z,113919.43100000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-06T08:19:32.946Z,114092.87111111112,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-06T13:07:42.948Z,114222.11299999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-06T17:55:52.95Z,115161.96555555557,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-06T22:44:02.952Z,115340.93499999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-07T03:32:12.954Z,114937.71299999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-07T08:20:22.956Z,114741.92555555556,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-07T13:08:32.958Z,116072.31000000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-07T17:56:42.96Z,116670.97444444445,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-07T22:44:52.962Z,117209.948,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-08T03:33:02.964Z,117215.82899999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-08T08:21:12.966Z,116821.47111111114,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-08T13:09:22.968Z,116736.558,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-08T17:57:32.97Z,116625.20666666668,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-08T22:45:42.972Z,116804.403,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-09T03:33:52.974Z,116647.26400000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-09T08:22:02.976Z,116808.39777777779,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-09T13:10:12.978Z,117417.73300000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-09T17:58:22.98Z,116925.67,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-09T22:46:32.982Z,116733.11200000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-10T03:34:42.984Z,117103.451,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-10T08:22:52.986Z,118333.0988888889,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-10T13:11:02.988Z,118466.15899999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-10T17:59:12.99Z,118824.75444444445,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-10T22:47:22.992Z,118725.821,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-11T03:35:32.994Z,120450.125,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-11T08:23:42.996Z,122114.78222222223,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-11T13:11:52.998Z,121059.11899999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-11T18:00:03Z,120302.398,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-11T22:48:13.002Z,119238.48777777777,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-12T03:36:23.004Z,119050.866,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-12T08:24:33.006Z,119048.85222222221,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-12T13:12:43.008Z,118825.624,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-12T18:00:53.01Z,119758.18099999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-12T22:49:03.012Z,120046.03999999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-13T03:37:13.014Z,119848.26999999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-13T08:25:23.016Z,119608.36666666667,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-13T13:13:33.018Z,120489.96,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-13T18:01:43.02Z,121786.76000000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-13T22:49:53.022Z,122843.81444444443,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-14T03:38:03.024Z,123814.75700000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-14T08:26:13.026Z,122529.62000000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-14T13:14:23.028Z,121274.51599999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-14T18:02:33.03Z,118476.18400000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-14T22:50:43.032Z,118237.87888888888,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-15T03:38:53.034Z,118688.472,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-15T08:27:03.036Z,119097.1422222222,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-15T13:15:13.038Z,119034.08800000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-15T18:03:23.04Z,117781.393,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-15T22:51:33.042Z,117374.45333333334,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-16T03:39:43.044Z,117692.48899999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-16T08:27:53.046Z,117682.04444444443,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-16T13:16:03.048Z,117601.58700000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-16T18:04:13.05Z,117776.93100000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-16T22:52:23.052Z,117651.64555555556,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-17T03:40:33.054Z,117512.87599999997,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-17T08:28:43.056Z,118068.2411111111,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-17T13:16:53.058Z,118361.19499999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-17T18:05:03.06Z,118208.04199999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-17T22:53:13.062Z,117794.87444444446,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-18T03:41:23.064Z,116829.867,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-18T08:29:33.066Z,115527.26333333332,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-18T13:17:43.068Z,115274.19399999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-18T18:05:53.07Z,116132.41800000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-18T22:54:03.072Z,116655.97666666667,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-19T03:42:13.074Z,116183.11099999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-19T08:30:23.076Z,115212.59,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-19T13:18:33.078Z,115586.21,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-19T18:06:43.08Z,114239.36200000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-19T22:54:53.082Z,113448.99444444443,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-20T03:43:03.084Z,113353.62700000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-20T08:31:13.086Z,113767.74299999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-20T13:19:23.088Z,113850.53,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-20T18:07:33.09Z,114080.49700000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-20T22:55:43.092Z,114332.82444444444,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-21T03:43:53.094Z,114449.51200000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-21T08:32:03.096Z,113942.94300000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-21T13:20:13.098Z,113485.28888888888,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-21T18:08:23.1Z,113150.37700000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-21T22:56:33.102Z,112637.46333333332,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-22T03:44:43.104Z,113012.64199999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-22T08:32:53.106Z,113256.746,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-22T13:21:03.108Z,112727.97999999998,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-22T18:09:13.11Z,116362.91299999999,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-22T22:57:23.112Z,117016.26222222223,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-23T03:45:33.114Z,116580.60900000001,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-23T08:33:43.116Z,115920.29300000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-23T13:21:53.118Z,115591.19777777776,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-23T18:10:03.12Z,115069.67100000002,high,prices,binance,BTCUSDT,30m
,,1,2025-07-15T15:45:02Z,2025-09-25T16:45:02.889Z,2025-08-23T22:58:13.122Z,115245.94555555558,high,prices,binance,BTCUSDT,30m
