id,symbol,timeframe,ts,open,high,low,close,volume,source,created_at,updated_at
87646,BTCUSDT,30m,1755595800,115426.3,115487.7,115274.5,115324.0,75.82742509,influx,1758693316000,1758693316000
87645,BTCUSDT,30m,1755594000,115194.6,115426.4,115189.9,115426.3,81.07496632,influx,1758693316000,1758693316000
87644,BTCUSDT,30m,1755592200,114980.1,115294.6,114806.9,115194.6,57.11257361,influx,1758693316000,1758693316000
87643,BTCUSDT,30m,1755590400,114977.3,115105.2,114806.1,114980.3,42.28769111,influx,1758693316000,1758693316000
87642,BTCUSDT,30m,1755588600,114713.0,114991.6,114621.4,114977.2,54.19654758,influx,1758693316000,1758693316000
87641,BTCUSDT,30m,1755586800,115016.1,115047.9,114663.0,114714.0,50.95739046,influx,1758693316000,1758693316000
87640,BTCUSDT,30m,1755585000,115128.4,115128.5,114935.0,115016.0,42.38630342,influx,1758693315000,1758693315000
87639,BTCUSDT,30m,1755583200,114965.8,115219.3,114912.0,115128.4,55.84525791,influx,1758693315000,1758693315000
87638,BTCUSDT,30m,1755581400,115381.5,115407.9,114945.1,114965.7,55.88486614,influx,1758693315000,1758693315000
87637,BTCUSDT,30m,1755579600,115305.2,115463.5,115129.1,115381.5,69.13429236,influx,1758693315000,1758693315000
87636,BTCUSDT,30m,1755577800,114895.8,115362.4,114895.7,115305.3,80.23967518,influx,1758693315000,1758693315000
87635,BTCUSDT,30m,1755576000,114815.9,115025.2,114365.3,114895.8,150.06390193,influx,1758693315000,1758693315000
87634,BTCUSDT,30m,1755574200,115368.9,115368.9,114799.3,114815.9,80.70448893,influx,1758693315000,1758693315000
87633,BTCUSDT,30m,1755572400,115750.8,115761.6,115272.0,115368.9,83.84362256,influx,1758693315000,1758693315000
87632,BTCUSDT,30m,1755570600,115836.9,116040.1,115732.2,115750.8,68.40629054,influx,1758693315000,1758693315000
87631,BTCUSDT,30m,1755568800,115797.0,115929.7,115657.6,115837.8,74.27235762,influx,1758693315000,1758693315000
87630,BTCUSDT,30m,1755567000,116212.1,116212.1,115731.7,115796.9,89.19567402,influx,1758693315000,1758693315000
87629,BTCUSDT,30m,1755565200,116551.8,116717.3,116212.1,116212.1,158.10145627,influx,1758693315000,1758693315000
87628,BTCUSDT,30m,1755563400,115936.0,116551.6,115523.2,116551.6,161.6993237,influx,1758693315000,1758693315000
87627,BTCUSDT,30m,1755561600,116228.5,116309.6,115933.6,115936.0,90.11066473,influx,1758693315000,1758693315000
87626,BTCUSDT,30m,1755559800,116292.0,116338.6,116103.6,116228.4,36.42189422,influx,1758693315000,1758693315000
87625,BTCUSDT,30m,1755558000,116397.1,116551.9,116292.0,116292.1,59.82551415,influx,1758693315000,1758693315000
87624,BTCUSDT,30m,1755556200,116929.9,116936.2,116397.0,116397.1,69.66706695,influx,1758693315000,1758693315000
